B.L..Scientific.name,order.Birdlife,family_name.Birdlife,Birdlife.Common.name.x,Colour.richness,BCI,Distinct.patterning,Unusual.appendages,Unusual.adornments,IUCNstatus,Extinction.risk,migration,tp,tl,habitat_1,colonial,log.mass,Africa.log.Range,ED_score,Sources
Laniarius aethiopicus,PASSERIFORMES,Malaconotidae,Tropical Boubou,2,0,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.694166296,6.857588922,4.17897,3
Bucanetes githagineus,PASSERIFORMES,Fringillidae,Trumpeter Finch,6,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.29225608,6.51778324,10.157867,4
Bycanistes bucinator,BUCEROTIFORMES,Bucerotidae,Trumpeter Hornbill,3,0,1,1,1,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,2.808885867,6.607265757,9.388617,8
Campethera tullbergi,PICIFORMES,Picidae,Tullberg's Woodpecker,5,0.033333333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.703291378,4.783665722,3.559588,2
Laniarius turatii,PASSERIFORMES,Malaconotidae,Turati's Boubou,4,0,0,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.630021313,5.127377399,6.377967,1
Eremomela turneri,PASSERIFORMES,Cisticolidae,Turner's Eremomela,4,0.03125,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,0.875061263,3.422338497,5.226725,2
Xenoperdix udzungwensis,GALLIFORMES,Phasianidae,Udzungwa Forest-partridge,5,0.020833333,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,2.352182518,2.758004291,17.882312,3
Phylloscopus budongoensis,PASSERIFORMES,Phylloscopidae,Uganda Woodland-warbler,6,0.016666667,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.913813852,5.247225931,5.164703,1
Malaconotus alius,PASSERIFORMES,Malaconotidae,Uluguru Bush-shrike,4,0,1,0,0,CR,1,1,Diurnal,Carnivore,Forest,Not colonial,1.656383674,1.922654025,9.582806,3
Anthreptes neglectus,PASSERIFORMES,Nectariniidae,Uluguru Violet-backed Sunbird,7,0.0625,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.07371835,5.387290181,7.585616,1
Hippolais languida,PASSERIFORMES,Acrocephalidae,Upcher's Warbler,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Not colonial,1.079181246,6.478557432,7.932085,1
Cinnyris ursulae,PASSERIFORMES,Nectariniidae,Ursula's Sunbird,6,0,1,1,0,NT,4,1,Diurnal,Omnivore,Forest,Not colonial,0.812913357,4.436057116,5.953074,1
Sheppardia montana,PASSERIFORMES,Muscicapidae,Usambara Akalat,5,0,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.338456494,2.968422846,8.011442,1
Ploceus nicolli,PASSERIFORMES,Ploceidae,Usambara Weaver,7,0.014705882,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.475671188,3.893538484,2.920254,1
Trachyphonus usambiro,PICIFORMES,Lybiidae,Usambiro Barbet,6,0.017857143,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.650307531,5.219297899,7.482889,1
Bradornis ussheri,PASSERIFORMES,Muscicapidae,Ussher's Flycatcher,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.25163822,5.71712357,4.678109,1
Cinnyris venustus,PASSERIFORMES,Nectariniidae,Variable Sunbird,7,0.073529412,1,1,0,LC,5,1,Diurnal,Omnivore,Shrubland,Not colonial,0.817344971,6.77075255,6.751056,1
Dicrurus modestus,PASSERIFORMES,Dicruridae,Velvet-mantled Drongo,3,0,0,0,1,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.658964843,6.542482357,5.778792,1
Scotopelia bouvieri,STRIGIFORMES,Strigidae,Vermiculated Fishing-owl,3,0.035714286,1,0,0,LC,5,1,Nocturnal,Carnivore,Aquatic,Not colonial,2.804139432,6.524142495,6.218525,3
Aquila verreauxii,ACCIPITRIFORMES,Accipitridae,Verreaux's Eagle,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Bare habitat,Not colonial,3.622731965,6.595721311,6.14514,13
Bubo lacteus,STRIGIFORMES,Strigidae,Verreaux's Eagle-owl,4,0,1,0,1,LC,5,1,Nocturnal,Carnivore,Artificial,Not colonial,3.33535759,7.051757504,10.247046,9
Cryptillas victorini,PASSERIFORMES,Macrosphenidae,Victorin's Warbler,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1,4.849454195,21.655738,2
Lybius vieilloti,PICIFORMES,Lybiidae,Vieillot's Barbet,5,0.020833333,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.556302501,6.820437316,4.550621,3
Ploceus nigerrimus,PASSERIFORMES,Ploceidae,Vieillot's Black Weaver,1,0,0,0,0,LC,5,1,Diurnal,Carnivore,Artificial,Colonial,1.537819095,6.259123373,2.886612,2
Vidua chalybeata,PASSERIFORMES,Viduidae,Village Indigobird,2,0,0,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.096910013,6.840054439,2.093737,1
Ploceus cucullatus,PASSERIFORMES,Ploceidae,Village Weaver,6,0.029411765,1,0,0,LC,5,1,Diurnal,Omnivore,Artificial,Colonial,1.558948446,7.13515012,2.65234,3
Streptopelia vinacea,COLUMBIFORMES,Columbidae,Vinaceous Dove,5,0,1,0,0,LC,5,4,Diurnal,Herbivore,Artificial,Not colonial,2.041392685,6.788545868,6.907329,3
Musophaga violacea,MUSOPHAGIFORMES,Musophagidae,Violet Turaco,5,0.047619048,1,1,1,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,2.556302501,6.317445457,24.346249,6
Phoeniculus damarensis,BUCEROTIFORMES,Phoeniculidae,Violet Woodhoopoe,7,0.078125,1,1,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.760293257,5.914736173,14.101466,8
Hyliota violacea,PASSERIFORMES,Hyliotidae,Violet-backed Hyliota,5,0,0,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.198657092,6.009022534,8.941719,2
Cinnyricinclus leucogaster,PASSERIFORMES,Sturnidae,Violet-backed Starling,4,0.071428571,0,0,0,LC,5,4,Diurnal,Herbivore,Open vegetation,Not colonial,1.643452676,7.101140237,14.204241,3
Granatina granatina,PASSERIFORMES,Estrildidae,Violet-eared Waxbill,6,0.029411765,1,0,0,LC,5,1,Diurnal,Omnivore,Shrubland,Not colonial,1.071882014,6.37439893,5.447248,8
Ploceus vitellinus,PASSERIFORMES,Ploceidae,Vitelline Masked Weaver,6,0.015625,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.301029996,6.624418738,2.907006,1
Tockus deckeni,BUCEROTIFORMES,Bucerotidae,Von der Decken's Hornbill,3,0,1,1,1,LC,5,1,Diurnal,Omnivore,Shrubland,Not colonial,2.229169703,6.211380408,9.915657,2
Acryllium vulturinum,GALLIFORMES,Numididae,Vulturine Guineafowl,3,0.035714286,1,0,1,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,3.123851641,6.088282864,16.046514,6
Hieraaetus wahlbergi,ACCIPITRIFORMES,Accipitridae,Wahlberg's Eagle,2,0,0,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,2.806179974,7.078580265,8.877567,4
Cisticola lais,PASSERIFORMES,Cisticolidae,Wailing Cisticola,7,0,1,0,0,LC,5,2,Diurnal,Carnivore,Bare habitat,Not colonial,1.17391434,5.94019617,4.1398,1
Onychognathus walleri,PASSERIFORMES,Sturnidae,Waller's Starling,6,0.0625,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.943247125,5.485554134,7.461585,2
Diomedea exulans,PROCELLARIIFORMES,Diomedeidae,Wandering Albatross,2,0,1,0,0,VU,3,4,Diurnal,Carnivore,Aquatic,Colonial,3.847983728,3.777892325,4.963368,3
Linaria johannis,PASSERIFORMES,Fringillidae,Warsangli Linnet,4,0.025,1,0,0,EN,2,1,Diurnal,Herbivore,Shrubland,Not colonial,1.127104798,3.369396797,3.275195,1
Burhinus vermiculatus,CHARADRIIFORMES,Burhinidae,Water Thick-knee,5,0,1,0,0,LC,5,1,Nocturnal,Carnivore,Aquatic,Not colonial,2.505149978,6.760841132,18.071159,4
Bugeranus carunculatus,GRUIFORMES,Gruidae,Wattled Crane,4,0,1,1,1,VU,3,1,Diurnal,Herbivore,Aquatic,Not colonial,3.911636933,6.359303134,7.904425,16
Bostrychia carunculata,PELECANIFORMES,Threskiornithidae,Wattled Ibis,3,0.0625,1,0,1,LC,5,1,Diurnal,Carnivore,Bare habitat,Colonial,3.127501664,5.732225325,14.762222,4
Vanellus senegallus,CHARADRIIFORMES,Charadriidae,Wattled Lapwing,6,0.015625,1,1,1,LC,5,1,Diurnal,Carnivore,Artificial,Colonial,2.394451681,7.050861896,10.639313,6
Creatophora cinerea,PASSERIFORMES,Sturnidae,Wattled Starling,6,0.056818182,1,0,1,LC,5,1,Diurnal,Carnivore,Open vegetation,Colonial,1.86362022,6.731190054,8.480973,1
Ardenna pacifica,PROCELLARIIFORMES,Procellariidae,Wedge-tailed Shearwater,4,0.022727273,1,0,0,LC,5,4,Nocturnal,Carnivore,Aquatic,Colonial,2.588831726,4.259260237,9.213342,2
Batis occulta,PASSERIFORMES,Platysteiridae,West African Batis,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.954242509,5.710938404,6.279832,1
Circaetus cinerascens,ACCIPITRIFORMES,Accipitridae,Western Banded Snake-eagle,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,3.076872006,6.760492467,10.961084,5
Criniger barbatus,PASSERIFORMES,Pycnonotidae,Western Bearded Greenbul,6,0.014705882,1,0,1,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.629409599,5.809949538,6.509635,2
Oriolus brachyrynchus,PASSERIFORMES,Oriolidae,Western Black-headed Oriole,5,0.033333333,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.690639012,6.421449218,9.771655,2
Spermophaga haematina,PASSERIFORMES,Estrildidae,Western Bluebill,3,0.035714286,1,0,0,LC,5,1,Diurnal,Omnivore,Artificial,Not colonial,1.361727836,6.280937657,4.103144,3
Columba iriditorques,COLUMBIFORMES,Columbidae,Western Bronze-naped Pigeon,8,0.048076923,1,0,0,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,2.100370545,6.440428873,6.053236,1
Trochocercus nitens,PASSERIFORMES,Monarchidae,Western Crested-flycatcher,4,0,0,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.071882014,6.565771616,7.45742,2
Pogoniulus coryphaea,PICIFORMES,Lybiidae,Western Green Tinkerbird,4,0,1,0,0,LC,5,2,Diurnal,Herbivore,Forest,Not colonial,1.02938377,5.487565154,10.488507,1
Horizocerus hartlaubi,BUCEROTIFORMES,Bucerotidae,Western Little Hornbill,5,0.038461538,1,1,1,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.996073654,6.065444304,9.990335,3
Circus aeruginosus,ACCIPITRIFORMES,Accipitridae,Western Marsh-harrier,5,0.019230769,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,2.852174904,7.11277588,4.759914,1
Nicator chloris,PASSERIFORMES,Nicatoridae,Western Nicator,6,0.013888889,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.664641976,6.598760802,18.017189,2
Bycanistes fistulator,BUCEROTIFORMES,Bucerotidae,Western Piping Hornbill,3,0,1,1,1,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,2.969555768,5.908123961,8.676583,3
Crinifer piscator,MUSOPHAGIFORMES,Musophagidae,Western Plantain-eater,4,0,1,1,0,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,2.568201724,6.560982398,26.557619,2
Egretta gularis,PELECANIFORMES,Ardeidae,Western Reef-egret,2,0,1,1,0,LC,5,1,Diurnal,Carnivore,Aquatic,Colonial,2.602059991,6.128586862,8.767664,3
Anthreptes longuemarei,PASSERIFORMES,Nectariniidae,Western Violet-backed Sunbird,8,0.06,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.058805487,6.720859827,7.514334,2
Lobotos lobatus,PASSERIFORMES,Campephagidae,Western Wattled Cuckooshrike,7,0.04,1,0,1,VU,3,1,Diurnal,Carnivore,Forest,Not colonial,1.519827994,5.535381343,7.332056,2
Motacilla flava,PASSERIFORMES,Motacillidae,Western Yellow Wagtail,8,0.014705882,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.245580917,7.243853621,4.702653,4
Ploceus weynsi,PASSERIFORMES,Ploceidae,Weyns's Weaver,4,0.027777778,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.463892989,4.755490248,2.955906,1
Numenius phaeopus,CHARADRIIFORMES,Scolopacidae,Whimbrel,3,0,1,1,0,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,2.563184335,6.470152309,12.68767,2
Chlidonias hybrida,CHARADRIIFORMES,Laridae,Whiskered Tern,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,1.923761961,7.212223687,4.827468,3
Cisticola lateralis,PASSERIFORMES,Cisticolidae,Whistling Cisticola,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Artificial,Not colonial,1.227886705,6.486482975,4.178214,1
Ciconia ciconia,CICONIIFORMES,Ciconiidae,White Stork,2,0,1,1,1,LC,5,4,Diurnal,Carnivore,Artificial,Not colonial,3.537567257,7.252864294,13.962842,5
Melaniparus leuconotus,PASSERIFORMES,Paridae,White-backed Black Tit,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.225955073,5.553503758,7.298951,5
Thalassornis leuconotus,ANSERIFORMES,Anatidae,White-backed Duck,6,0.016666667,1,0,0,LC,5,1,Diurnal,Herbivore,Aquatic,Colonial,3.118625712,6.973499487,22.743257,2
Colius colius,COLIIFORMES,Coliidae,White-backed Mousebird,5,0,1,1,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,1.617000341,6.205331568,33.476135,2
Gyps africanus,ACCIPITRIFORMES,Accipitridae,White-backed Vulture,3,0.035714286,1,0,0,CR,1,1,Diurnal,Carnivore,Forest,Colonial,3.735039705,7.043600226,6.153582,11
Criniger ndussumensis,PASSERIFORMES,Pycnonotidae,White-bearded Greenbul,6,0.03125,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.361727836,6.162835422,6.692597,1
Eupodotis senegalensis,OTIDIFORMES,Otididae,White-bellied Bustard,6,0,1,0,0,LC,5,1,Diurnal,Omnivore,Aquatic,Not colonial,2.889301703,6.687779712,15.28482,3
Crithagra dorsostriata,PASSERIFORMES,Fringillidae,White-bellied Canary,4,0.019230769,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.198657092,5.936573482,4.132183,1
Elminia albiventris,PASSERIFORMES,Stenostiridae,White-bellied Crested-flycatcher,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.949390007,5.348116755,12.43201,2
Criniferoides leucogaster,MUSOPHAGIFORMES,Musophagidae,White-bellied Go-away-bird,3,0,1,1,1,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.336459734,6.359929456,30.734111,5
Corythornis leucogaster,CORACIIFORMES,Alcedinidae,White-bellied Kingfisher,5,0.033333333,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.161368002,6.437250388,9.805051,2
Cossyphicula roberti,PASSERIFORMES,Muscicapidae,White-bellied Robin-chat,6,0.03125,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.344211553,4.994883173,9.994349,2
Cinnyris talatala,PASSERIFORMES,Nectariniidae,White-bellied Sunbird,9,0.058823529,1,1,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,0.908485019,6.44844882,7.326836,1
Melaniparus albiventris,PASSERIFORMES,Paridae,White-bellied Tit,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.326335876,5.508251644,8.696568,1
Hirundo nigrita,PASSERIFORMES,Hirundinidae,White-bibbed Swallow,3,0.076923077,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.262451072,6.606308396,4.528353,1
Bubalornis albirostris,PASSERIFORMES,Ploceidae,White-billed Buffalo-weaver,3,0,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Colonial,1.791690649,6.364951042,5.998099,1
Onychognathus albirostris,PASSERIFORMES,Sturnidae,White-billed Starling,5,0.055555556,1,0,0,LC,5,1,Diurnal,Herbivore,Bare habitat,Not colonial,2.138302698,5.211509313,7.054248,4
Ceblepyris pectoralis,PASSERIFORMES,Campephagidae,White-breasted Cuckooshrike,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.735598912,6.785768812,7.883194,2
Agelastes meleagrides,GALLIFORMES,Numididae,White-breasted Guineafowl,3,0.035714286,1,0,0,VU,3,1,Diurnal,Carnivore,Forest,Not colonial,2.911157609,4.83729399,10.669761,4
Nigrita fusconotus,PASSERIFORMES,Estrildidae,White-breasted Nigrita,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.959041411,6.473934494,3.798811,2
Centropus superciliosus,CUCULIFORMES,Cuculidae,White-browed Coucal,5,0.020833333,1,0,0,LC,5,1,Diurnal,Omnivore,Aquatic,Not colonial,2.176091259,6.857070454,9.371652,1
Sylvietta leucophrys,PASSERIFORMES,Macrosphenidae,White-browed Crombec,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.054995862,5.194081131,10.706479,2
Fraseria cinerascens,PASSERIFORMES,Muscicapidae,White-browed Forest-flycatcher,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.363611987,6.539846383,8.078249,1
Cossypha heuglini,PASSERIFORMES,Muscicapidae,White-browed Robin-chat,5,0.022727273,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.542825427,6.80267126,6.721865,4
Cercotrichas leucophrys,PASSERIFORMES,Muscicapidae,White-browed Scrub-robin,5,0.017857143,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.217483944,6.908417819,7.597653,1
Plocepasser mahali,PASSERIFORMES,Ploceidae,White-browed Sparrow-weaver,4,0,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Colonial,1.618571028,6.491169603,4.809918,1
Sterna repressa,CHARADRIIFORMES,Laridae,White-cheeked Tern,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,1.954242509,5.404750265,4.282117,1
Tauraco leucotis,MUSOPHAGIFORMES,Musophagidae,White-cheeked Turaco,5,0.03125,1,1,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,2.423245874,5.905852353,33.883744,6
Chamaetylas fuelleborni,PASSERIFORMES,Muscicapidae,White-chested Alethe,4,0.03125,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.716003344,5.273401285,8.140482,3
Procellaria aequinoctialis,PROCELLARIIFORMES,Procellariidae,White-chinned Petrel,3,0,1,0,0,VU,3,4,Nocturnal,Carnivore,Aquatic,Colonial,3.083860801,4.076966685,8.965589,2
Schistolais leucopogon,PASSERIFORMES,Cisticolidae,White-chinned Prinia,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.068185855,6.376006257,4.898416,1
Nesocharis ansorgei,PASSERIFORMES,Estrildidae,White-collared Oliveback,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Aquatic,Not colonial,0.924279266,5.19722948,4.236227,2
Columba albitorques,COLUMBIFORMES,Columbidae,White-collared Pigeon,3,0,1,0,0,LC,5,1,Diurnal,Herbivore,Bare habitat,Not colonial,2.442479769,5.138613976,6.168157,3
Grafisia torquata,PASSERIFORMES,Sturnidae,White-collared Starling,5,0.075,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.806179974,5.27126077,12.062143,1
Prionops plumatus,PASSERIFORMES,Vangidae,White-crested Helmetshrike,3,0,1,0,1,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.5289167,7.027624074,8.914112,6
Tigriornis leucolopha,PELECANIFORMES,Ardeidae,White-crested Tiger-heron,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,2.759686485,6.587443556,27.415137,3
Tauraco leucolophus,MUSOPHAGIFORMES,Musophagidae,White-crested Turaco,6,0.045454545,1,1,1,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.340444115,6.156315802,20.525247,1
Cossypha albicapillus,PASSERIFORMES,Muscicapidae,White-crowned Robin-chat,5,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.767155866,6.103590453,9.661842,2
Oenanthe leucopyga,PASSERIFORMES,Muscicapidae,White-crowned Wheatear,2,0.071428571,1,0,0,LC,5,1,Diurnal,Carnivore,Bare habitat,Not colonial,1.445604197,6.657724617,4.196228,5
Stactolaema leucotis,PICIFORMES,Lybiidae,White-eared Barbet,3,0.0625,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.739572357,5.92776568,6.520382,2
Larus leucophthalmus,CHARADRIIFORMES,Laridae,White-eyed Gull,3,0,1,0,0,NT,4,1,Diurnal,Carnivore,Aquatic,Colonial,2.51851394,4.171226219,1.934843,2
Melaenornis fischeri,PASSERIFORMES,Muscicapidae,White-eyed Slaty-flycatcher,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.376576943,5.816283099,4.688478,1
Dendrocygna viduata,ANSERIFORMES,Anatidae,White-faced Whistling-duck,5,0.020833333,1,0,0,LC,5,4,Diurnal,Herbivore,Aquatic,Colonial,2.838849091,7.262692921,11.077408,7
Merops bullockoides,CORACIIFORMES,Meropidae,White-fronted Bee-eater,7,0.041666667,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Colonial,1.541579244,6.724527202,10.48155,9
Oenanthe albifrons,PASSERIFORMES,Muscicapidae,White-fronted Black-chat,2,0.071428571,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.313867228,6.517734529,8.828276,3
Charadrius marginatus,CHARADRIIFORMES,Charadriidae,White-fronted Plover,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.683947131,6.622465849,10.332745,2
Platysteira albifrons,PASSERIFORMES,Platysteiridae,White-fronted Wattle-eye,4,0.022727273,1,0,1,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.086359824,5.165753978,8.74872,1
Turdoides leucocephala,PASSERIFORMES,Leiotrichidae,White-headed Babbler,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.752290478,5.420579384,2.625636,1
Lybius leucocephalus,PICIFORMES,Lybiidae,White-headed Barbet,2,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.797959644,6.284368045,5.182471,1
Dinemellia dinemelli,PASSERIFORMES,Ploceidae,White-headed Buffalo-weaver,5,0.038461538,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.805500858,6.376109127,6.140716,2
Oxyura leucocephala,ANSERIFORMES,Anatidae,White-headed Duck,4,0,1,1,0,EN,2,4,Diurnal,Herbivore,Aquatic,Not colonial,2.822821645,4.981838488,5.461091,2
Vanellus albiceps,CHARADRIIFORMES,Charadriidae,White-headed Lapwing,5,0.03125,1,1,1,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,2.283301229,6.877081385,10.722185,4
Colius leucocephalus,COLIIFORMES,Coliidae,White-headed Mousebird,5,0,1,1,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,1.555094449,5.725700393,41.174477,2
Cossypha heinrichi,PASSERIFORMES,Muscicapidae,White-headed Robin-chat,5,0.025,1,1,0,VU,3,1,Diurnal,Carnivore,Forest,Not colonial,1.781755375,4.086631253,6.643796,2
Psalidoprocne albiceps,PASSERIFORMES,Hirundinidae,White-headed Saw-wing,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,1.047274867,6.059575134,4.745808,1
Trigonoceps occipitalis,ACCIPITRIFORMES,Accipitridae,White-headed Vulture,5,0,1,0,1,CR,1,1,Diurnal,Carnivore,Open vegetation,Not colonial,3.479431337,6.791581016,10.780164,6
Phoeniculus bollei,BUCEROTIFORMES,Phoeniculidae,White-headed Woodhoopoe,6,0.080645161,1,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.737192631,6.110799012,17.638687,5
Columba albinucha,COLUMBIFORMES,Columbidae,White-naped Pigeon,6,0,1,0,0,NT,4,1,Diurnal,Herbivore,Forest,Not colonial,2.511883361,4.90181802,6.09068,3
Corvus albicollis,PASSERIFORMES,Corvidae,White-necked Raven,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.951337519,6.204332268,3.171183,4
Picathartes gymnocephalus,PASSERIFORMES,Picathartidae,White-necked Rockfowl,3,0.035714286,1,0,0,VU,3,1,Diurnal,Carnivore,Forest,Colonial,2.292256071,5.589524298,20.776644,5
Turdoides leucopygia,PASSERIFORMES,Leiotrichidae,White-rumped Babbler,3,0,1,0,0,LC,5,1,Diurnal,Omnivore,Shrubland,Not colonial,1.915927212,5.840990283,2.683565,1
Crithagra leucopygia,PASSERIFORMES,Fringillidae,White-rumped Seedeater,2,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.033423755,6.482725507,3.321347,1
Apus caffer,CAPRIMULGIFORMES,Apodidae,White-rumped Swift,2,0,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Colonial,1.537434459,7.092657427,6.922695,1
Pycnonotus xanthopygos,PASSERIFORMES,Pycnonotidae,White-spectacled Bulbul,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.580924976,3.886798088,6.898489,1
Sarothrura pulchra,GRUIFORMES,Rallidae,White-spotted Flufftail,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.655138442,6.665878199,12.062441,3
Dyaphorophyia tonsa,PASSERIFORMES,Platysteiridae,White-spotted Wattle-eye,4,0.055555556,1,0,1,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.06069784,6.067420058,11.541612,1
Pogonocichla stellata,PASSERIFORMES,Muscicapidae,White-starred Robin,8,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.269512953,6.187403249,11.150847,7
Alethe diademata,PASSERIFORMES,Muscicapidae,White-tailed Alethe,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.494154594,5.668109618,15.340693,1
Neocossyphus poensis,PASSERIFORMES,Turdidae,White-tailed Ant-thrush,7,0.032608696,0,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.71432976,6.392839042,13.015934,2
Elminia albicauda,PASSERIFORMES,Stenostiridae,White-tailed Blue-flycatcher,6,0,1,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.921686475,6.294740269,13.959319,2
Elminia albonotata,PASSERIFORMES,Stenostiridae,White-tailed Crested-flycatcher,3,0,1,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.963787818,5.956782701,12.43201,3
