B.L..Scientific.name,order.Birdlife,family_name.Birdlife,Birdlife.Common.name.x,Colour.richness,BCI,Distinct.patterning,Unusual.appendages,Unusual.adornments,IUCNstatus,Extinction.risk,migration,tp,tl,habitat_1,colonial,log.mass,Africa.log.Range,ED_score,Sources
Alaudala rufescens,PASSERIFORMES,Alaudidae,Lesser Short-toed Lark,4,0,1,0,0,LC,5,4,Diurnal,Omnivore,Shrubland,Colonial,1.382017049,6.09728107,6.107454,4
Clanga pomarina,ACCIPITRIFORMES,Accipitridae,Lesser Spotted Eagle,1,0,0,0,0,LC,5,4,Diurnal,Carnivore,Forest,Not colonial,3.136720567,6.873301627,5.159784,5
Cecropis abyssinica,PASSERIFORMES,Hirundinidae,Lesser Striped Swallow,5,0.065789474,1,1,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.130333768,7.13270195,6.651153,1
Acrocephalus gracilirostris,PASSERIFORMES,Acrocephalidae,Lesser Swamp-warbler,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.158362492,6.679104254,3.874522,2
Clamator levaillantii,CUCULIFORMES,Cuculidae,Levaillant's Cuckoo,3,0.076923077,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,2.086359831,7.14817991,14.560158,2
Accipiter brevipes,ACCIPITRIFORMES,Accipitridae,Levant Sparrowhawk,6,0.029411765,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,2.273001272,6.24574323,8.182978,1
Heteromirafra archeri,PASSERIFORMES,Alaudidae,Liben Lark,5,0,1,0,0,CR,1,1,Diurnal,Carnivore,Bare habitat,Not colonial,1.370307286,2.246127603,6.027336,3
Pterocles lichtensteinii,PTEROCLIFORMES,Pteroclidae,Lichtenstein's Sandgrouse,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,2.324796718,6.482067805,19.469419,2
Coracias caudatus,CORACIIFORMES,Coraciidae,Lilac-breasted Roller,9,0.040322581,1,1,1,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,2.041392685,6.943969279,9.503116,11
Merops pusillus,CORACIIFORMES,Meropidae,Little Bee-eater,7,0.046296296,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.178976958,7.157967256,6.362587,5
Tetrax tetrax,OTIDIFORMES,Otididae,Little Bustard,5,0,1,0,0,NT,4,4,Diurnal,Herbivore,Artificial,Not colonial,2.920905604,4.939868549,14.979414,1
Zapornia parva,GRUIFORMES,Rallidae,Little Crake,4,0.022727273,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.696356395,6.620004291,9.075739,2
Egretta garzetta,PELECANIFORMES,Ardeidae,Little Egret,1,0,1,1,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.494154594,7.178457759,7.901933,1
Tachybaptus ruficollis,PODICIPEDIFORMES,Podicipedidae,Little Grebe,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,2.240549248,7.226022755,22.223951,1
Anthreptes seimundi,PASSERIFORMES,Nectariniidae,Little Green Sunbird,6,0,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,0.822821645,6.31746651,5.87632,1
Campethera maculosa,PICIFORMES,Picidae,Little Green Woodpecker,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.73239376,6.663698409,3.475632,1
Eurillas virens,PASSERIFORMES,Pycnonotidae,Little Greenbul,3,0,0,0,0,LC,5,2,Diurnal,Herbivore,Forest,Not colonial,1.399673728,6.760243002,13.504434,4
Muscicapa epulata,PASSERIFORMES,Muscicapidae,Little Grey Flycatcher,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.98227125,6.100534989,4.861927,1
Monticola rufocinereus,PASSERIFORMES,Muscicapidae,Little Rock-thrush,5,0.019230769,1,0,0,LC,5,1,Diurnal,Carnivore,Artificial,Not colonial,1.380211242,5.705693236,7.797889,1
Bradypterus baboecala,PASSERIFORMES,Locustellidae,Little Rush-warbler,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.071882014,6.481649071,5.052822,1
Accipiter minullus,ACCIPITRIFORMES,Accipitridae,Little Sparrowhawk,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.946206554,6.830085775,8.278558,1
Campethera cailliautii,PICIFORMES,Picidae,Little Spotted Woodpecker,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.613841806,6.580443936,3.833951,2
Calidris minuta,CHARADRIIFORMES,Scolopacidae,Little Stint,6,0,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.324282455,7.277465395,9.990511,4
Apus affinis,CAPRIMULGIFORMES,Apodidae,Little Swift,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Forest,Colonial,1.252853022,7.256813667,5.065527,2
Sternula albifrons,CHARADRIIFORMES,Laridae,Little Tern,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,1.755874856,5.945552758,4.761928,1
Ploceus luteolus,PASSERIFORMES,Ploceidae,Little Weaver,6,0.039473684,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.178976947,6.483507568,2.667348,1
Erythrocercus livingstonei,PASSERIFORMES,Scotocercidae,Livingstone's Flycatcher,6,0.014705882,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.770852012,6.049887504,11.016145,4
Tauraco livingstonii,MUSOPHAGIFORMES,Musophagidae,Livingstone's Turaco,5,0.026315789,1,1,1,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,2.396199347,5.981252705,16.273536,2
Kaupifalco monogrammicus,ACCIPITRIFORMES,Accipitridae,Lizard Buzzard,4,0.027777778,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.447932866,7.115868934,27.597821,5
Ploceus subpersonatus,PASSERIFORMES,Ploceidae,Loango Weaver,7,0.013157895,1,0,0,VU,3,1,Diurnal,Herbivore,Forest,Colonial,1.470840729,4.34913298,2.92263,1
Sylvietta rufescens,PASSERIFORMES,Macrosphenidae,Long-billed Crombec,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.064457989,6.61979411,12.398767,2
Artisornis moreaui,PASSERIFORMES,Cisticolidae,Long-billed Forest-warbler,5,0,1,0,0,CR,1,1,Diurnal,Carnivore,Forest,Not colonial,0.959041411,2.988309705,5.895304,2
Lophaetus occipitalis,ACCIPITRIFORMES,Accipitridae,Long-crested Eagle,2,0,1,0,1,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,3.028164419,7.146058536,8.080885,9
Buteo rufinus,ACCIPITRIFORMES,Accipitridae,Long-legged Buzzard,3,0.027777778,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,3.069853021,6.638821129,2.024526,5
Anthus pallidiventris,PASSERIFORMES,Motacillidae,Long-legged Pipit,7,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.363362281,5.920248366,5.402459,1
Microcarbo africanus,SULIFORMES,Phalacrocoracidae,Long-tailed Cormorant,3,0.045454545,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Colonial,2.736396502,7.226255352,7.217673,8
Lanius cabanisi,PASSERIFORMES,Laniidae,Long-tailed Fiscal,3,0,1,1,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.868644438,5.737149409,11.696995,2
Lamprotornis caudatus,PASSERIFORMES,Sturnidae,Long-tailed Glossy Starling,8,0.081395349,1,1,1,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.08278537,6.442512597,5.781718,2
Urotriorchis macrourus,ACCIPITRIFORMES,Accipitridae,Long-tailed Hawk,6,0,1,1,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.691965103,6.48752261,19.576069,4
Caprimulgus climacurus,CAPRIMULGIFORMES,Caprimulgidae,Long-tailed Nightjar,7,0,1,1,0,LC,5,4,Nocturnal,Carnivore,Artificial,Not colonial,1.660865471,6.906979953,7.51844,4
Vidua paradisaea,PASSERIFORMES,Viduidae,Long-tailed Paradise-whydah,4,0,1,1,1,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.309630167,6.668024011,2.517718,4
Euplectes progne,PASSERIFORMES,Ploceidae,Long-tailed Widowbird,4,0.025,1,1,1,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.545307116,5.840202016,2.324738,4
Vanellus crassirostris,CHARADRIIFORMES,Charadriidae,Long-toed Lapwing,3,0,1,1,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,2.230448921,6.538111663,10.745274,6
Cinnyris loveridgei,PASSERIFORMES,Nectariniidae,Loveridge's Sunbird,9,0.05625,1,1,0,EN,2,1,Diurnal,Herbivore,Forest,Not colonial,0.991226076,2.414089169,4.79647,1
Sheppardia cyornithopsis,PASSERIFORMES,Muscicapidae,Lowland Akalat,6,0.033333333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.264817823,6.039174197,7.321134,1
Laniarius leucorhynchus,PASSERIFORMES,Malaconotidae,Lowland Sooty Boubou,1,0,0,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.701136066,6.390793698,10.571616,1
Phyllastrephus debilis,PASSERIFORMES,Pycnonotidae,Lowland Tiny Greenbul,7,0.010869565,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.156851901,5.279165607,11.209515,1
Neotis ludwigii,OTIDIFORMES,Otididae,Ludwig's Bustard,4,0,1,0,0,EN,2,4,Diurnal,Omnivore,Bare habitat,Not colonial,3.536242707,6.000936879,13.369393,6
Laniarius luehderi,PASSERIFORMES,Malaconotidae,Lühder's Bush-shrike,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.632457308,6.023718028,8.500572,5
Melichneutes robustus,PICIFORMES,Indicatoridae,Lyre-tailed Honeyguide,4,0,1,0,1,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.733999293,6.442763632,15.678517,3
Oxyura maccoa,ANSERIFORMES,Anatidae,Maccoa Duck,4,0.027777778,1,0,0,NT,4,1,Diurnal,Herbivore,Aquatic,Not colonial,2.836956737,6.347736252,5.450855,4
Lanius mackinnoni,PASSERIFORMES,Laniidae,Mackinnon's Shrike,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.53529412,6.076881365,6.066068,3
Cuculus rochii,CUCULIFORMES,Cuculidae,Madagascar Cuckoo,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.797267541,6.321340818,5.984546,1
Ardeola idae,PELECANIFORMES,Ardeidae,Madagascar Pond-heron,2,0,1,0,0,EN,2,4,Diurnal,Carnivore,Aquatic,Colonial,2.632848631,6.517520107,11.287778,3
Glareola ocularis,CHARADRIIFORMES,Glareolidae,Madagascar Pratincole,5,0,1,0,0,VU,3,4,Nocturnal,Carnivore,Aquatic,Colonial,1.966141733,5.927511474,5.179968,1
Picus vaillantii,PICIFORMES,Picidae,Maghreb Green Woodpecker,6,0.025,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,2.220108088,5.534624433,3.814,6
Spermestes fringilloides,PASSERIFORMES,Estrildidae,Magpie Mannikin,4,0.027777778,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,1.225309262,6.174328483,3.196013,2
Urolestes melanoleucus,PASSERIFORMES,Laniidae,Magpie Shrike,2,0,1,1,1,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.914871801,6.232153226,4.553862,4
Speculipastor bicolor,PASSERIFORMES,Sturnidae,Magpie Starling,3,0.0625,0,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Colonial,1.807873132,6.115956186,11.676864,1
Corythornis cristatus,CORACIIFORMES,Alcedinidae,Malachite Kingfisher,5,0.055555556,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.195899652,7.156102449,8.410719,11
Nectarinia famosa,PASSERIFORMES,Nectariniidae,Malachite Sunbird,4,0.078947368,1,1,0,LC,5,1,Diurnal,Omnivore,Shrubland,Not colonial,1.161368002,6.034425856,5.900048,8
Lagonosticta virata,PASSERIFORMES,Estrildidae,Mali Firefinch,5,0.03125,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,0.968482949,5.042747708,3.81834,1
Anthus melindae,PASSERIFORMES,Motacillidae,Malindi Pipit,7,0.014705882,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.352182518,5.029281599,5.410291,1
Jubula lettii,STRIGIFORMES,Strigidae,Maned Owl,6,0.019230769,1,0,1,LC,5,1,Nocturnal,Carnivore,Forest,Not colonial,2.26245109,6.353299919,13.660536,1
Halcyon senegaloides,CORACIIFORMES,Alcedinidae,Mangrove Kingfisher,5,0.055555556,1,0,0,LC,5,4,Diurnal,Omnivore,Forest,Not colonial,1.79098847,5.236966092,6.541954,2
Chlorophoneus multicolor,PASSERIFORMES,Malaconotidae,Many-coloured Bush-shrike,9,0.017241379,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.706717782,6.240104624,8.985766,1
Leptoptilos crumenifer,CICONIIFORMES,Ciconiidae,Marabou,4,0,1,1,1,LC,5,1,Diurnal,Carnivore,Open vegetation,Colonial,3.80106053,7.091537443,21.558816,9
Marmaronetta angustirostris,ANSERIFORMES,Anatidae,Marbled Teal,2,0,1,0,0,VU,3,4,Diurnal,Herbivore,Aquatic,Not colonial,2.678518379,6.771656982,6.771976,6
Batis margaritae,PASSERIFORMES,Platysteiridae,Margaret's Batis,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.068185855,5.016430548,6.179464,2
Bradornis mariquensis,PASSERIFORMES,Muscicapidae,Mariqua Flycatcher,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.401400541,6.217792866,8.780248,2
Cinnyris mariquensis,PASSERIFORMES,Nectariniidae,Mariqua Sunbird,4,0.069444444,1,1,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.06069784,6.404050535,6.43578,1
Sylvia sarda,PASSERIFORMES,Sylviidae,Marmora's Warbler,2,0,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,0.991226076,5.225647361,4.7403,1
Asio capensis,STRIGIFORMES,Strigidae,Marsh Owl,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,2.523746467,6.850634874,9.396464,3
Tringa stagnatilis,CHARADRIIFORMES,Scolopacidae,Marsh Sandpiper,2,0,1,1,0,LC,5,4,Diurnal,Carnivore,Artificial,Colonial,1.889301703,7.282110792,11.220521,4
Bocagia minuta,PASSERIFORMES,Malaconotidae,Marsh Tchagra,5,0,1,0,0,LC,5,1,Diurnal,Omnivore,Aquatic,Not colonial,1.536558462,6.52746025,12.754492,3
Euplectes hartlaubi,PASSERIFORMES,Ploceidae,Marsh Widowbird,3,0.045454545,1,1,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.321748562,5.866384596,2.964274,1
Polemaetus bellicosus,ACCIPITRIFORMES,Accipitridae,Martial Eagle,3,0,1,0,0,VU,3,1,Diurnal,Carnivore,Open vegetation,Not colonial,3.608846822,7.171772077,12.206426,17
Apalis binotata,PASSERIFORMES,Cisticolidae,Masked Apalis,6,0.033333333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.913813842,5.160717606,5.887809,3
Sula dactylatra,SULIFORMES,Sulidae,Masked Booby,2,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Colonial,3.240341203,4.395648775,8.515114,2
Spizocorys personata,PASSERIFORMES,Alaudidae,Masked Lark,6,0.03125,1,0,0,LC,5,3,Diurnal,Herbivore,Open vegetation,Not colonial,1.294466226,4.865006538,5.565972,2
Lanius nubicus,PASSERIFORMES,Laniidae,Masked Shrike,5,0,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,1.294466243,6.271907753,7.991716,1
Ploceus albinucha,PASSERIFORMES,Ploceidae,Maxwell's Black Weaver,2,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Colonial,1.434568916,5.871125271,2.961188,2
Larus melanocephalus,CHARADRIIFORMES,Laridae,Mediterranean Gull,3,0.035714286,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.408239965,5.555356964,2.038542,1
Dendropicos lugubris,PICIFORMES,Picidae,Melancholy Woodpecker,6,0.020833333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.593315098,5.819961367,3.012302,1
Mirafra cheniana,PASSERIFORMES,Alaudidae,Melodious Lark,5,0,1,0,0,NT,4,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.536582184,5.389715928,6.254147,1
Sylvia mystacea,PASSERIFORMES,Sylviidae,Menetries's Warbler,6,0.015625,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,0.995635195,5.875107513,4.68106,2
Lamprotornis mevesii,PASSERIFORMES,Sturnidae,Meves's Long-tailed Starling,10,0.077777778,1,1,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.807535028,5.806048283,6.153094,2
Larus canus,CHARADRIIFORMES,Laridae,Mew Gull,3,0.035714286,0,0,0,LC,5,4,Diurnal,Omnivore,Aquatic,Colonial,2.617838748,4.202028699,2.021694,1
Tricholaema frontata,PICIFORMES,Lybiidae,Miombo Pied Barbet,6,0.016666667,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.431363764,6.138599033,5.121814,4
Monticola angolensis,PASSERIFORMES,Muscicapidae,Miombo Rock-thrush,5,0.017857143,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.64738297,6.346023658,4.200695,3
Melaniparus griseiventris,PASSERIFORMES,Paridae,Miombo Tit,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.190331698,6.186346907,7.298976,2
Thamnolaea cinnamomeiventris,PASSERIFORMES,Muscicapidae,Mocking Cliff-chat,5,0.022727273,1,0,0,LC,5,1,Diurnal,Herbivore,Bare habitat,Not colonial,1.599883072,6.472262179,7.502801,5
Campethera mombassica,PICIFORMES,Picidae,Mombasa Woodpecker,6,0.019230769,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.781755375,4.746924699,3.408743,1
Mirafra passerina,PASSERIFORMES,Alaudidae,Monotonous Lark,6,0,1,0,0,LC,5,3,Diurnal,Omnivore,Open vegetation,Not colonial,1.392696967,6.272024511,6.548246,3
Circus pygargus,ACCIPITRIFORMES,Accipitridae,Montagu's Harrier,4,0.025,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,2.498999364,7.152391342,6.148524,7
Caprimulgus poliocephalus,CAPRIMULGIFORMES,Caprimulgidae,Montane Nightjar,6,0.015625,1,0,0,LC,5,1,Nocturnal,Carnivore,Forest,Not colonial,1.621176274,5.87847453,6.598942,3
Euplectes psammacromius,PASSERIFORMES,Ploceidae,Montane Widowbird,2,0.041666667,1,1,1,LC,5,1,Diurnal,Omnivore,Aquatic,Not colonial,1.550228353,4.542490066,2.324738,1
Malaconotus monteiri,PASSERIFORMES,Malaconotidae,Monteiro's Bush-shrike,7,0,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.67979211,4.42916375,8.869828,2
Tockus monteiri,BUCEROTIFORMES,Bucerotidae,Monteiro's Hornbill,3,0,1,1,1,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.484299839,5.601011461,9.622641,3
Pinarochroa sordida,PASSERIFORMES,Muscicapidae,Moorland Chat,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.322219295,5.275016179,7.667996,3
Scleroptila psilolaema,GALLIFORMES,Phasianidae,Moorland Francolin,6,0,1,0,0,NT,4,1,Diurnal,Herbivore,Shrubland,Not colonial,2.681241237,4.672798636,4.590965,4
Cecropis senegalensis,PASSERIFORMES,Hirundinidae,Mosque Swallow,6,0.0625,1,1,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.657055853,7.110537227,5.413058,2
Telacanthura ussheri,CAPRIMULGIFORMES,Apodidae,Mottled Spinetail,2,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.519111698,6.710045069,12.463118,2
Tachymarptis aequatorialis,CAPRIMULGIFORMES,Apodidae,Mottled Swift,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Colonial,1.96754799,6.145933784,11.009869,2
Pternistis camerunensis,GALLIFORMES,Phasianidae,Mount Cameroon Francolin,4,0.025,1,0,0,EN,2,1,Diurnal,Omnivore,Forest,Not colonial,2.741151599,2.286338673,3.726642,1
Zosterops melanocephalus,PASSERIFORMES,Zosteropidae,Mount Cameroon Speirops,4,0,1,0,0,VU,3,1,Diurnal,Omnivore,Shrubland,Not colonial,1.037426498,2.171728821,1.370858,2
Buteo oreophilus,ACCIPITRIFORMES,Accipitridae,Mountain Buzzard,4,0,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,2.84509804,5.829114684,1.866547,4
Illadopsis pyrrhoptera,PASSERIFORMES,Pellorneidae,Mountain Illadopsis,3,0.019230769,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.394451681,5.163060892,5.765279,1
Oriolus percivali,PASSERIFORMES,Oriolidae,Mountain Oriole,4,0.025,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.785329835,5.215183579,6.723241,2
Anthus hoeschi,PASSERIFORMES,Motacillidae,Mountain Pipit,7,0.0125,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.431363764,6.085705292,5.44582,1
Oreocossypha isabellae,PASSERIFORMES,Muscicapidae,Mountain Robin-chat,6,0.03125,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.380211242,4.711757933,12.602516,1
Psalidoprocne fuliginosa,PASSERIFORMES,Hirundinidae,Mountain Saw-wing,2,0,0,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.086359824,3.192001143,4.287476,1
Laniarius poensis,PASSERIFORMES,Malaconotidae,Mountain Sooty Boubou,1,0,0,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.652246341,4.804697588,8.234314,1
Motacilla clara,PASSERIFORMES,Motacillidae,Mountain Wagtail,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.252853022,6.457494473,6.755932,6
Myrmecocichla monticola,PASSERIFORMES,Muscicapidae,Mountain Wheatear,3,0.035714286,1,0,0,LC,5,1,Diurnal,Carnivore,Bare habitat,Not colonial,1.519827974,6.142875767,6.202294,2
Streptopelia decipiens,COLUMBIFORMES,Columbidae,Mourning Collared-dove,5,0,1,0,0,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,2.127104798,6.857790562,6.076695,1
Oenanthe lugens,PASSERIFORMES,Muscicapidae,Mourning Wheatear,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Bare habitat,Not colonial,1.352182518,5.982948608,2.436988,4
Anthreptes gabonicus,PASSERIFORMES,Nectariniidae,Mouse-brown Sunbird,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,0.94474034,6.125526479,7.569613,2
Anthoscopus musculus,PASSERIFORMES,Remizidae,Mouse-coloured Penduline-tit,4,0,0,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,0.716003344,6.057384854,10.380529,1
Phoenicurus moussieri,PASSERIFORMES,Muscicapidae,Moussier's Redstart,8,0.010869565,1,0,0,LC,5,1,Diurnal,Carnivore,Bare habitat,Not colonial,1.173186257,6.03533686,6.609082,6
Melocichla mentalis,PASSERIFORMES,Macrosphenidae,Moustached Grass-warbler,5,0.025,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.521138094,6.795256623,16.360416,2
Pogoniulus leucomystax,PICIFORMES,Lybiidae,Moustached Green Tinkerbird,4,0,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.071882007,5.742380637,6.66175,3
Acrocephalus melanopogon,PASSERIFORMES,Acrocephalidae,Moustached Warbler,6,0.015625,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.037426498,4.891686716,6.261162,2
Caprimulgus fossii,CAPRIMULGIFORMES,Caprimulgidae,Mozambique Nightjar,7,0.011904762,1,0,0,LC,5,4,Nocturnal,Carnivore,Aquatic,Not colonial,1.765668555,6.811317183,7.560229,2
Ptilopachus nahani,GALLIFORMES,Odontophoridae,Nahan's Partridge,4,0.03125,1,0,0,EN,2,1,Diurnal,Herbivore,Forest,Not colonial,2.4448252,3.233296187,25.799784,4
Gymnobucco calvus,PICIFORMES,Lybiidae,Naked-faced Barbet,2,0,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Colonial,1.736794755,6.226284987,5.635317,2
Oena capensis,COLUMBIFORMES,Columbidae,Namaqua Dove,6,0.03125,1,0,0,LC,5,4,Diurnal,Herbivore,Open vegetation,Not colonial,1.608526017,7.227454374,17.841362,1
Pterocles namaqua,PTEROCLIFORMES,Pteroclidae,Namaqua Sandgrouse,8,0,1,0,0,LC,5,4,Diurnal,Herbivore,Shrubland,Not colonial,2.247973266,6.308307125,21.183545,4
Phragmacia substriata,PASSERIFORMES,Cisticolidae,Namaqua Warbler,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.041336913,5.66786659,6.021777,1
Apalis lynesi,PASSERIFORMES,Cisticolidae,Namuli Apalis,5,0.035714286,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,0.991303685,3.125457335,5.139055,1
Apaloderma narina,TROGONIFORMES,Trogonidae,Narina Trogon,5,0.026315789,1,1,0,LC,5,2,Diurnal,Carnivore,Open vegetation,Not colonial,1.8309093,7.037346255,12.559964,11
Poeoptera lugubris,PASSERIFORMES,Sturnidae,Narrow-tailed Starling,5,0.075,0,1,0,LC,5,1,Diurnal,Herbivore,Forest,Colonial,1.591064607,5.779918955,5.745688,4
Pternistis natalensis,GALLIFORMES,Phasianidae,Natal Francolin,4,0,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.712649702,6.053956565,3.044146,2
Cisticola fulvicapilla,PASSERIFORMES,Cisticolidae,Neddicky,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,0.916453949,6.660310511,4.261035,1
Cinnyris neergaardi,PASSERIFORMES,Nectariniidae,Neergaard's Sunbird,8,0.058333333,1,1,0,NT,4,1,Diurnal,Omnivore,Shrubland,Not colonial,0.788875116,5.136146122,5.983157,4
Hemitesia neumanni,PASSERIFORMES,Scotocercidae,Neumann's Warbler,5,0.017857143,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.152288339,4.569204613,8.503294,4
Lanius newtoni,PASSERIFORMES,Laniidae,Newton's Fiscal,4,0,1,0,0,CR,1,1,Diurnal,Carnivore,Forest,Not colonial,1.350248018,2.612411499,4.958849,1
Poicephalus crassus,PSITTACIFORMES,Psittacidae,Niam-niam Parrot,5,0.058823529,0,0,0,LC,5,3,Diurnal,Herbivore,Open vegetation,Not colonial,2.233856039,5.535605863,5.368549,1
